data;

set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51;

param x := 
1 37
2 49
3 52
4 20
5 40
6 21
7 17
8 31
9 52
10 51
11 42
12 31
13 5
14 12
15 36
16 52
17 27
18 17
19 13
20 57
21 62
22 42
23 16
24 8
25 7
26 27
27 30
28 43
29 58
30 58
31 37
32 38
33 46
34 61
35 62
36 63
37 32
38 45
39 59
40 5
41 10
42 21
43 5
44 30
45 39
46 32
47 25
48 25
49 48
50 56
51 30;

param y := 
1 52
2 49
3 64
4 26
5 30
6 47
7 63
8 62
9 33
10 21
11 41
12 32
13 25
14 42
15 16
16 41
17 23
18 33
19 13
20 58
21 42
22 57
23 57
24 52
25 38
26 68
27 48
28 67
29 48
30 27
31 69
32 46
33 10
34 33
35 63
36 69
37 22
38 35
39 15
40 6
41 17
42 10
43 64
44 15
45 10
46 39
47 32
48 55
49 28
50 37
51 40;

param r := 
1 0
2 22
3 34
4 55
5 39
6 31
7 41
8 22
9 43
10 61
11 22
12 38
13 75
14 48
15 64
16 34
17 55
18 50
19 82
20 38
21 48
22 13
23 39
24 52
25 59
26 34
27 15
28 29
29 38
30 59
31 31
32 11
33 77
34 55
35 48
36 55
37 54
38 34
39 77
40 100
41 78
42 80
43 61
44 68
45 75
46 25
47 41
48 22
49 46
50 43
51 25;

param i := 1;

param c := 213;

end;
