data;

set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105;

param x := 
1 63
2 94
3 142
4 173
5 205
6 213
7 244
8 276
9 283
10 362
11 394
12 449
13 480
14 512
15 528
16 583
17 591
18 638
19 638
20 638
21 638
22 669
23 677
24 677
25 677
26 709
27 709
28 709
29 701
30 764
31 811
32 843
33 858
34 890
35 921
36 992
37 1000
38 1197
39 1228
40 1276
41 1299
42 1307
43 1362
44 1362
45 1362
46 1425
47 1425
48 1425
49 1417
50 1488
51 1488
52 1488
53 1551
54 1551
55 1551
56 1614
57 1614
58 1614
59 1732
60 1811
61 1843
62 1913
63 1921
64 2087
65 2118
66 2150
67 2189
68 2220
69 2220
70 2228
71 2244
72 2276
73 2276
74 2276
75 2315
76 2315
77 2315
78 2331
79 2346
80 2346
81 2346
82 2362
83 2402
84 2402
85 2480
86 2496
87 2528
88 2559
89 2630
90 2638
91 2756
92 2787
93 2803
94 2835
95 2866
96 2906
97 2937
98 2937
99 2945
100 3016
101 3055
102 3087
103 606
104 1165
105 1780;

param y := 
1 71
2 71
3 370
4 1276
5 1213
6 69
7 69
8 630
9 732
10 69
11 69
12 370
13 1276
14 1213
15 157
16 630
17 732
18 654
19 496
20 314
21 142
22 142
23 315
24 496
25 654
26 654
27 496
28 315
29 142
30 220
31 189
32 173
33 370
34 1276
35 1213
36 630
37 732
38 1276
39 1213
40 205
41 630
42 732
43 654
44 496
45 291
46 654
47 496
48 291
49 173
50 291
51 496
52 654
53 654
54 496
55 291
56 291
57 496
58 654
59 189
60 1276
61 1213
62 630
63 732
64 370
65 1276
66 1213
67 205
68 189
69 630
70 732
71 142
72 315
73 496
74 654
75 654
76 496
77 315
78 142
79 315
80 496
81 654
82 142
83 157
84 220
85 142
86 370
87 1276
88 1213
89 630
90 732
91 69
92 69
93 370
94 1276
95 1213
96 69
97 69
98 630
99 732
100 1276
101 69
102 69
103 220
104 370
105 370;

param r := 
1 0
2 1
3 10
4 38
5 36
6 5
7 6
8 19
9 22
10 10
11 11
12 16
13 40
14 39
15 15
16 24
17 27
18 26
19 23
20 20
21 18
22 19
23 21
24 24
25 27
26 28
27 24
28 22
29 20
30 23
31 24
32 25
33 27
34 46
35 45
36 34
37 36
38 52
39 51
40 38
41 43
42 44
43 45
44 43
45 41
46 47
47 45
48 43
49 43
50 45
51 47
52 48
53 50
54 49
55 47
56 49
57 50
58 52
59 52
60 66
61 66
62 61
63 62
64 64
65 74
66 74
67 67
68 68
69 70
70 71
71 68
72 70
73 70
74 72
75 73
76 72
77 71
78 71
79 72
80 73
81 74
82 72
83 73
84 73
85 76
86 77
87 86
88 86
89 82
90 83
91 84
92 85
93 86
94 94
95 94
96 89
97 90
98 91
99 92
100 100
101 93
102 94
103 18
104 36
105 55;

param i := 1;

param c := 7190;

end;
