data;

set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99;

param x := 
1 6
2 15
3 24
4 33
5 48
6 57
7 67
8 77
9 86
10 6
11 17
12 23
13 32
14 43
15 55
16 65
17 78
18 87
19 3
20 12
21 28
22 33
23 47
24 55
25 64
26 71
27 87
28 4
29 15
30 22
31 34
32 42
33 54
34 66
35 78
36 87
37 7
38 17
39 26
40 32
41 43
42 57
43 64
44 78
45 83
46 5
47 13
48 25
49 38
50 46
51 58
52 67
53 74
54 88
55 2
56 17
57 23
58 36
59 42
60 53
61 63
62 72
63 87
64 2
65 16
66 25
67 38
68 42
69 57
70 66
71 73
72 86
73 5
74 13
75 25
76 35
77 46
78 54
79 65
80 73
81 86
82 2
83 14
84 28
85 38
86 46
87 57
88 63
89 77
90 85
91 8
92 12
93 22
94 34
95 47
96 58
97 66
98 78
99 85;

param y := 
1 4
2 15
3 18
4 12
5 12
6 14
7 10
8 10
9 15
10 21
11 26
12 25
13 35
14 23
15 35
16 36
17 39
18 35
19 53
20 44
21 53
22 49
23 46
24 52
25 50
26 57
27 57
28 72
29 78
30 70
31 71
32 79
33 77
34 79
35 67
36 73
37 81
38 95
39 98
40 97
41 88
42 89
43 85
44 83
45 98
46 109
47 111
48 102
49 119
50 107
51 110
52 110
53 113
54 110
55 124
56 134
57 129
58 131
59 137
60 123
61 135
62 134
63 129
64 146
65 147
66 153
67 155
68 158
69 154
70 151
71 151
72 149
73 177
74 162
75 169
76 177
77 172
78 166
79 174
80 161
81 162
82 195
83 196
84 189
85 187
86 195
87 194
88 188
89 193
90 194
91 211
92 217
93 210
94 216
95 203
96 213
97 206
98 210
99 204;

param r := 
1 0
2 7
3 11
4 14
5 20
6 24
7 29
8 33
9 37
10 8
11 12
12 13
13 19
14 19
15 27
16 31
17 37
18 40
19 23
20 19
21 25
22 24
23 27
24 32
25 34
26 38
27 44
28 32
29 34
30 31
31 34
32 38
33 40
34 44
35 44
36 49
37 36
38 42
39 44
40 44
41 42
42 46
43 46
44 49
45 56
46 48
47 49
48 46
49 55
50 51
51 54
52 56
53 59
54 62
55 55
56 60
57 58
58 60
59 63
60 58
61 65
62 67
63 68
64 65
65 66
66 69
67 71
68 72
69 72
70 72
71 74
72 76
73 79
74 72
75 76
76 80
77 79
78 77
79 82
80 78
81 81
82 87
83 88
84 85
85 85
86 89
87 90
88 88
89 92
90 94
91 95
92 97
93 94
94 97
95 93
96 98
97 96
98 100
99 98;

param i := 1;

param c := 606;

end;
